[6, 'equal', 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[1, 'equal', 'equal']
[4, [1, 60.0], 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 45.45454545454545], 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[1, [1, 122.22222222222223], 'equal']
[1, [1, 185.71428571428572], 'equal']
[1, 'equal', 'equal']
[5, 'equal', 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[1, [1, 25.0], 'equal']
[1, [1, 81.81818181818181], 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 120.0], 'equal']
[6, [1, 69.23076923076923], 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[6, [1, 100.0], 'equal']
[6, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[1, 'equal', 'equal']
[5, [0, 9.050140282883557], [0, 9.050140282883557]]
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[4, [1, 60.0], 'equal']
[6, 'equal', 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 100.0], 'equal']
[5, 'equal', 'equal']
[4, [1, 69.23076923076923], 'equal']
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[6, [1, 53.84615384615385], 'equal']
[1, [1, 166.66666666666666], 'equal']
[1, [1, 69.23076923076923], 'equal']
[4, [1, 23.076923076923077], 'equal']
[6, [1, 66.66666666666667], 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 120.0], 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 100.0], 'equal']
[5, 'equal', 'equal']
[4, [1, 60.0], 'equal']
[5, 'equal', 'equal']
[1, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[6, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[6, [1, 150.0], 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 122.22222222222223], 'equal']
[6, [1, 23.076923076923077], 'equal']
[2, 'equal', 'equal']
[1, [1, 14.285714285714286], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[6, [1, 69.23076923076923], 'equal']
[1, [1, 207.69230769230768], 'equal']
[1, 'equal', 'equal']
[6, [1, 69.23076923076923], 'equal']
[5, 'equal', 'equal']
[1, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [1, 60.0], [0, 0.022178815683874087]]
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[6, [1, 6.666666666666667], 'equal']
[3, 'equal', 'equal']
[4, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 40.0], 'equal']
[6, [1, 77.77777777777777], [0, 4.456814170432863]]
[3, 'equal', 'equal']
[1, [1, 207.69230769230768], 'equal']
[1, [1, 51.515151515151516], 'equal']
[4, 'equal', 'equal']
[1, [1, 60.0], 'equal']
[1, [1, 6.666666666666667], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[4, 'equal', 'equal']
[6, [1, 263.6363636363636], 'equal']
[6, 'equal', 'equal']
[4, [1, 23.076923076923077], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[6, [1, 60.0], [0, 14.14900544547063]]
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 6.666666666666667], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[4, [1, 100.0], 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[4, [1, 100.0], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[4, 'equal', 'equal']
[4, 'equal', 'equal']
[6, [0, 11.336073505538675], [0, 3.2473443792032914]]
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[5, [0, 5.660656787845654], [0, 5.660656787845654]]
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[4, [1, 69.23076923076923], 'equal']
[4, [1, 150.0], 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[1, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[1, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[1, [1, 23.076923076923077], 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[4, [1, 100.0], 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[1, [1, 344.44444444444446], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[1, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[1, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 100.0], 'equal']
[1, [1, 6.666666666666667], 'equal']
[5, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[4, [1, 30.0], 'equal']
[5, 'equal', 'equal']
[6, [0, 20.169477343223797], [0, 20.169477343223797]]
[4, [1, 23.076923076923077], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[4, [1, 266.6666666666667], 'equal']
[4, 'equal', 'equal']
[1, [1, 207.69230769230768], 'equal']
[4, [1, 150.0], 'equal']
[2, 'equal', 'equal']
[1, [1, 14.285714285714286], 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[4, [1, 80.0], 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[6, [1, 60.0], 'equal']
[4, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[6, [1, 50.0], 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[4, [1, 23.076923076923077], 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[4, [1, 33.333333333333336], 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [1, 53.84615384615385], 'equal']
[3, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[1, [1, 83.33333333333333], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 25.0], 'equal']
[6, [1, 23.076923076923077], 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[4, [1, 23.076923076923077], 'equal']
[3, 'equal', 'equal']
[6, [1, 300.0], 'equal']
[6, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[4, [1, 23.076923076923077], 'equal']
[1, [1, 7.142857142857143], 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[6, [1, 122.22222222222223], 'equal']
[3, 'equal', 'equal']
[1, [1, 6.666666666666667], 'equal']
[6, 'equal', 'equal']
[6, [1, 207.69230769230768], 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 60.0], 'equal']
[1, [1, 21.21212121212121], 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[4, [1, 150.0], 'equal']
[6, 'equal', 'equal']
[4, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[5, [0, 10.121659729645591], [0, 10.121659729645591]]
[2, 'equal', 'equal']
[1, [1, 207.69230769230768], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[1, [1, 120.0], 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[4, [1, 122.22222222222223], 'equal']
[3, 'equal', 'equal']
[5, [0, 3.4749009028354094], [0, 3.4749009028354094]]
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[5, [0, 6.132726963783161], 'equal']
[2, 'equal', 'equal']
[6, [1, 22.22222222222222], 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 6.666666666666667], 'equal']
[3, 'equal', 'equal']
[6, [1, 207.69230769230768], 'equal']
[4, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[3, [0, 3.36921207101074], 'equal']
[5, 'equal', 'equal']
[6, [0, 19.528198166872098], [0, 19.528198166872098]]
[2, 'equal', 'equal']
[1, [1, 60.0], 'equal']
[5, 'equal', 'equal']
[5, [0, 1.0694635557244416], [0, 1.0694635557244416]]
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 60.0], 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 45.45454545454545], 'equal']
[4, 'equal', 'equal']
[1, [1, 122.22222222222223], 'equal']
[1, 'equal', 'equal']
[2, 'equal', 'equal']
[3, [0, 2.3563211125495744], 'equal']
[6, [1, 45.45454545454545], [0, 1.055477698972353]]
[3, [0, 1.9086860377752752], 'equal']
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[1, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[6, [1, 45.45454545454545], [0, 1.1943878404905695]]
[2, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[2, 'equal', 'equal']
[6, [1, 566.6666666666666], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[5, [0, 6.338398445663692], [0, 6.338398445663692]]
[1, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [1, 266.6666666666667], 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[1, [1, 51.515151515151516], 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[6, [1, 23.076923076923077], [0, 9.45083273345116]]
[1, [1, 207.69230769230768], 'equal']
[1, [1, 81.81818181818181], 'equal']
[5, [0, 38.4244124450226], [0, 38.4244124450226]]
[6, 'equal', 'equal']
[6, 'equal', 'equal']
[6, [1, 69.23076923076923], 'equal']
[5, [0, 7.184961848559393], [0, 7.184961848559393]]
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[5, [0, 1.3904385103595907], [0, 1.3904385103595907]]
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[6, [1, 200.0], 'equal']
[2, 'equal', 'equal']
[1, [1, 77.77777777777777], 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[1, 'equal', 'equal']
[4, [1, 18.181818181818183], 'equal']
[6, 'equal', 'equal']
[4, [1, 69.23076923076923], 'equal']
[6, [1, 69.23076923076923], 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 150.0], 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[4, [1, 18.181818181818183], 'equal']
[6, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[4, 'equal', 'equal']
[4, [1, 69.23076923076923], 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[4, [1, 22.22222222222222], 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[6, [0, 5.993080666356778], [0, 5.993080666356778]]
[3, 'equal', 'equal']
[1, 'equal', 'equal']
[5, [0, 0.9736037735314352], [0, 0.9736037735314352]]
[6, [1, 100.0], 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 100.0], 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[1, 'equal', 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[4, [1, 120.0], 'equal']
[2, 'equal', 'equal']
[4, [1, 100.0], 'equal']
[5, 'equal', 'equal']
[4, [1, 14.285714285714286], 'equal']
[5, 'equal', 'equal']
[6, [1, 40.0], 'equal']
[1, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[6, [1, 53.84615384615385], 'equal']
[4, 'equal', 'equal']
[1, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [1, 23.076923076923077], 'equal']
[5, 'equal', 'equal']
[1, [1, 60.0], 'equal']
[5, 'equal', 'equal']
[1, [1, 120.0], 'equal']
[4, [1, 7.6923076923076925], 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[6, [1, 69.23076923076923], 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[1, [1, 100.0], 'equal']
[5, 'equal', 'equal']
[6, [1, 6.666666666666667], 'equal']
[3, 'equal', 'equal']
[1, [1, 6.666666666666667], 'equal']
[3, 'equal', 'equal']
[4, [1, 53.84615384615385], 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[6, [0, 9.475119243514179], [0, 0.6400450870675516]]
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[1, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[4, [1, 69.23076923076923], 'equal']
[1, [1, 566.6666666666666], 'equal']
[6, 'equal', 'equal']
[4, [1, 6.666666666666667], 'equal']
[1, 'equal', 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[4, [1, 30.0], 'equal']
[4, [1, 100.0], 'equal']
[2, 'equal', 'equal']
[1, [1, 6.666666666666667], 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[4, [1, 63.63636363636363], 'equal']
[4, 'equal', 'equal']
[6, [1, 455.55555555555554], 'equal']
[2, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[1, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[4, [1, 233.33333333333334], 'equal']
[3, 'equal', 'equal']
[4, [1, 53.84615384615385], 'equal']
[1, [1, 175.0], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 21.21212121212121], 'equal']
[2, 'equal', 'equal']
[1, [1, 22.22222222222222], 'equal']
[3, 'equal', 'equal']
[6, [1, 14.285714285714286], [0, 3.9714236077959555]]
[4, [1, 53.84615384615385], 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [0, 15.01666666131856], [0, 15.01666666131856]]
[1, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[4, [1, 53.84615384615385], 'equal']
[1, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 120.0], 'equal']
[3, 'equal', 'equal']
[1, [1, 120.0], 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 100.0], 'equal']
[5, 'equal', 'equal']
[1, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[4, 'equal', 'equal']
[1, [1, 33.333333333333336], 'equal']
[4, 'equal', 'equal']
[1, 'equal', 'equal']
[1, [1, 42.857142857142854], 'equal']
[6, [1, 60.0], 'equal']
[6, [1, 100.0], 'equal']
[1, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [1, 100.0], 'equal']
[4, [1, 300.0], 'equal']
[5, 'equal', 'equal']
[4, [1, 100.0], 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[2, 'equal', 'equal']
[1, [1, 60.0], 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[6, [0, 2.974610224496613], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[5, [0, 2.17082035128593], [0, 2.17082035128593]]
[4, [1, 69.23076923076923], 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[4, [1, 80.0], 'equal']
[3, 'equal', 'equal']
[4, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[1, 'equal', 'equal']
[1, [1, 120.0], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[1, [1, 207.69230769230768], 'equal']
[4, [1, 7.142857142857143], 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[5, [0, 5.1779576928098905], 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[6, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[1, [1, 37.5], 'equal']
[2, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[2, 'equal', 'equal']
[4, 'equal', 'equal']
[5, [0, 11.711948459141022], [0, 11.711948459141022]]
[6, [1, 122.22222222222223], 'equal']
[2, 'equal', 'equal']
[6, [1, 15.384615384615385], [0, 12.166846804573723]]
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [1, 60.0], [0, 8.657564171825284]]
[1, [1, 60.0], 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[5, 'equal', 'equal']
[2, 'equal', 'equal']
[5, 'equal', 'equal']
[5, [0, 29.78049997644839], [0, 18.158625043701743]]
[6, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[6, 'equal', 'equal']
[4, 'equal', 'equal']
[6, 'equal', 'equal']
[1, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[5, 'equal', 'equal']
[4, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[6, [1, 266.6666666666667], 'equal']
[1, [1, 21.21212121212121], 'equal']
[6, 'equal', 'equal']
[4, 'equal', 'equal']
[1, [1, 14.285714285714286], 'equal']
[2, 'equal', 'equal']
[1, 'equal', 'equal']
[4, 'equal', 'equal']
[5, 'equal', 'equal']
[3, 'equal', 'equal']
[3, 'equal', 'equal']
[5, 'equal', 'equal']
[1, [1, 69.23076923076923], 'equal']
[5, 'equal', 'equal']
[1, [1, 81.81818181818181], 'equal']
[3, 'equal', 'equal']
